,text,num_words,tag
4571,It is the tallest structure in Moncton and the tallest freestanding structure in Atlantic Canada.,15,
37266,"Audrey Wagner, who won the batting title with a.",9,comp_sent
4394,They were one of the strongest doubles pair Austria has produced who reached highest world ranking of 22 in their peak period.,22,
8005,"The sets, the costumes, the cars, the vocal affectations – neither parody nor slavish recreation.",15,comp_sent
15086,"Mater pulled out a jukebox to provide the music for the race, but it attracted some tractors instead.",18,comp_sent
7917,"Swapnalokathe Balabhaskaran is a 1996 Indian Malayalam-language comedy-drama film directed by Rajasenan, starring Jayaram and Annie Shaji Kailas.",18,comp_sent
19426,"He came on in the final group match against Honduras, where he scored his first goal for the U17 team.",20,comp_sent
49218,"In June 2019,HDFC announced plans to acquire 51.",8,comp_sent
29524,Dennis Flores is a Puerto Rican activist and cop watcher who works in New York City.,16,
18807,"In 20/21 July 1881, the Gloup Fishing Disaster occurred, in which 58 fishermen were killed by an unexpected summer storm coming from the direction of Iceland.",26,comp_sent
22929,Fitz William McMaster was an American lawyer and politician.,9,
5151,There is evidence of its cultivation as long ago as the Harappan civilization of the Indus Valley for the production of cotton textiles.,23,
33237,"As of 2005, French oil company TotalEnergies was the largest foreign investor in Venezuela.",14,comp_sent
6466,Its sister group is the restiid clade.,7,
5074,"The wetland system consists of three interconnected coastal lagoons: Lake Munmorah, Budgewoi Lake and Tuggerah Lake.",16,comp_sent
6311,On his return he acquired a motorbike and had removable carriers built for the pillion seat to accommodate his canvasses and paint box.,23,
25832,Walter Franco was a Brazilian singer and composer.,8,
1608,Urriola then participated in the Occupation of Lima along with the forces of Patricio Lynch and returned to the Peruvian capital after briefly returning to Chile in 1882.,28,
6827,"Prior to European Colonisation, the Mickibri area was inhabited by the Wiradjuri people, but it opened up in the 1880s Gold Rush.",22,comp_sent
48768,Schmidt Island is significantly detached from the rest of Severnaya Zemlya regarding the relative proximity of the other main islands to each other.,23,
6811,A group of children were gathered together and taken to forests for Boy Scouting in the U.,17,
37556,"Stork graduated magna cum laude as a member of Phi Beta Kappa Society from Duke University, and earned his medical degree with honors from the University of Virginia, where he was a member of Alpha Omega Alpha.",37,comp_sent
10368,"As Kerri Shuman during 1974, Sanborn earned the greatest number of masterpoints in American Contract Bridge League-sanctioned play, and thus won the ACBL McKenney Trophy.",25,comp_sent
12567,"Becoming suspicious when Danny tells them that soon after Spider arranged for him to work at the warehouse, he was charged with stealing alcohol earmarked for the Army, Muggs goes to the warehouse to investigate.",35,comp_sent
44412,The All American Quarter Horse Congress is known as the largest single breed horse show in the world.,18,
37927,"The Proton Jebat is a series of concept cars developed by Proton, a Malaysian automobile manufacturer, under the joint venture agreement from Mitsubishi Motors.",24,comp_sent
20557,She transferred to Eczacıbaşı VitrA in 2017 İsmailoğlu was a member of the Bosnia and Herzegovina youth and juniors national teams.,21,
48139,"The album was included in Robert Christgau's Basic Record Library of 1950s and 1960s recordings, published in Christgau's Record Guide: Rock Albums of the Seventies.",25,comp_sent
46932,"When men want to impose unity, there are problems.",9,comp_sent
30241,Gertrude Glass Greene was an abstract sculptor and painter from New York City.,13,
7836,Stojiljkovic was discovered by an Italian scout at a fashion show in Belgrade.,13,
24104,"Karan became well known for her 'Essentials' line, initially offering seven easy pieces centered around the bodysuit which could all be mixed and matched, and created a fully integrated wardrobe with her First Collection in 1985.",36,comp_sent
30359,In 1837 the tower was the first lighthouse in the Netherlands to be equipped with a rotating Fresnel lens.,19,
48044,"Osterbach is a small river of Hesse, Germany.",8,comp_sent
18035,"Antennae, head, thorax and abdomen much as in the male.",10,comp_sent
22602,Dan's police captain brings him in to show him the surveillance tape of the capture.,15,
8060,"In February 2015 it was announced that Forrest left Placebo, reportedly in order to concentrate on his own musical career, including as the frontman and songwriter for the band Planes, which he founded in London during the time he was with Placebo.",42,comp_sent
35411,"Its source is in the southern Apuseni Mountains  The following towns and villages are situated along the river Crișul Alb, from source to mouth.",24,comp_sent
8677,"At present, engaged Radha seeks to kill Giri when Venu shields him against harm.",14,comp_sent
475,"When he goes to get his clarinet, Jackson arrives unexpectedly with Reverend Fleetwood, who has come to perform a funeral service and take Evvie to a children's home.",28,comp_sent
47513,It is the product of the polymerisation of cyanic acid together with its cyclic trimer cyanuric acid.,17,
11803,"Since Chris is off for the day, Chef takes over as host.",12,comp_sent
14920,"Jenny Laroche is an American actress, dancer, singer, and choreographer who has made appearances on the stage, on television, and in film.",22,comp_sent
16181,"Some ballet dancers also turn to stretching or other methods of cross training, like Pilates, yoga, non impact cardio, and swimming.",21,comp_sent
8188,"She was ordered on 7 July 1944, and was laid down on 9 November 1944 at Friedrich Krupp Germaniawerft AG, Kiel, as yard number 946.",25,comp_sent
42051,Rubén Salvador Pérez del Mármol is a Spanish professional footballer who plays for Super League Greece club Panathinaikos F.,19,
15736,"Animals that use the lake include muskrat, snapping turtles, painted turtles, several species of herons and kingfishers.",17,comp_sent
47929,The four whorls are separated by impressed sutures.,8,
39277,"A digital version of the remastered box set was released on September 2, 2014.",14,comp_sent
36990,In historical records the village was first mentioned in 1497.,10,leftward_sent
6775,"The company was incorporated September 29, 1953, and the railroad began operations in 1955.",14,comp_sent
8223,"Appointed vice-minister of the Home Ministry in 1906, he assisted Home Minister Hara Takashi in his efforts to abolish the rural district as an administrative unit over the opposition of the House of Peers.",34,comp_sent
21870,It was mindful of the 1993 Cairo Declaration which stipulated that the Organisation of African Unity would anticipate and prevent conflicts as a primary objective and the African Nuclear Weapons Free Zone Treaty which was an important contribution to regional peace and security.,43,
42734,In 1975 the race was run over 2700 metres.,9,
20906,"Hughes, owner of a local dye processing factory and for whom the Hughesdale neighborhood of Johnston is named.",18,comp_sent
11085,Possibly part of the reason is that the IAU recognizes the larger lunar crater Henry.,15,
8686,That censures falsely what they see aright?.,7,
2820,"The Arm of the Law is a 1932 American action film directed by Louis King and starring Rex Bell, Marceline Day and Lina Basquette.",24,comp_sent
5260,"Geralt of Rivia recovers in Brokilon Forest under the care of the dryads, but he is intent on leaving as quickly as possible and searching for Ciri.",27,comp_sent
30201,Wonder was established in May 1906 when prospectors from the town of Fairview discovered rich quartz veins in a dry wash north of Chalk Mountain.,25,
8320,"As protection, dikes were built in 1978 that turned the surrounding marshes into beautiful hiking paths.",16,comp_sent
36464,"A Different Hunger is the only studio album by New Zealand singer-songwriter Fiona McDonald, released on 30 September 1999 by Flying Nun Records and Mushroom Records.",26,comp_sent
27201,"Johnston, Owen Brewster, and John Marshall Butler responded in kind by calling him a dictator on the floor of the US Senate.",22,comp_sent
48183,The ships of this class were similar to the Belmont-class ships of the same era with the difference being that they were adapted from Victory ships.,26,
39163,Harper now works as a hitting coach in the Atlanta area.,11,
49252,"His first novel Il sergente nella neve, published in 1953 , draws on his own experience as a sergeant major in the Alpini corps during the disastrous retreat from Russia in World War II.",34,comp_sent
34199,"Since 1971 it has belonged to what was then the newly founded Verbandsgemeinde of Wirges, a kind of collective municipality.",20,comp_sent
12113,"Also on the property is a contributing bank barn, built in 1848.",12,comp_sent
28327,"Alfold—also recorded as Aldfold or Awfold—meant the old fold or clearing enclosure for cattle, Early glass making, evidence of which can be seen in Sidney Wood, appears to provide the oldest trace of land use in the village.",38,comp_sent
33647,Four species of fish frequent the Sainte-Anne River.,8,
3226,"It lacks a central peak, but a pair of small craterlets lies near the midpoint.",15,comp_sent
1375,Doctors later found and removed a tumor on the left side of his brain.,14,
32836,"They typically have thick cell walls, and numerous projections of various sorts grow from their sides.",16,comp_sent
8167,Lladurs is a municipality in the comarca of the Solsonès in.,11,
9869,"For the history of the region, see History of Pomerania.",10,comp_sent
5779,Nova Canaã do Norte is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.,19,
29828,The cover features a building in the Bunker Hill Housing Development.,11,
37314,"Utraura is a village in Asoha block of Unnao district, Uttar Pradesh, India.",13,comp_sent
44733,"The Texas Transportation Museum is a transportation museum located in San Antonio, Texas.",13,comp_sent
10688,"In 1968, with the integration of Wilkes County schools, Lincoln Heights was closed down.",14,comp_sent
28994,"Following the death of her mother Tessa , a young woman, returns after many years to the weather-beaten family home on the shores of Sydney's Botany Bay.",27,comp_sent
15664,"The original Chuckanut/Huntingdon/Swauk formation appears to have been deposited as a single unit in a large basin, and subsequently separated by faulting.",22,comp_sent
17825,He ended the year with a win at the Decastar.,10,
12581,Ehsan Moradian is an Iranian football goalkeeper who plays for Foolad in the Persian Gulf Pro League.,17,
10183,"At the mansion, the duo are assumed to be cultured old college seniors.",13,comp_sent
46772,"Toten Island is a small uninhabited island situated north of the city of Tanga's harbour in Tanga Region, Tanzania.",19,comp_sent
32236,Some of her watercolors are on display at South Africa House in London.,13,
12257,He performed one of the first studies on bearded dragons determining what genus they belong to.,16,
22453,Screamin' is an album by organist Jack McDuff recorded in 1962 and released on the Prestige label.,17,
36801,The municipality lies at an altitude of 190 metres and covers an area of 6.,15,
2289,All Jokes Aside is a 2000 documentary about black comedians performing in the comedy club All Jokes Aside.,18,
12941,It is apparent that the business was confronting cash-flow difficulties at the end of 1960.,15,
6573,"The closing ceremony of the joint Tanzanian-Chinese exercise Beyond/Transcend 2014 was held on November 14, 2014, at Kigamboni Naval Base attended by guests that included China’s ambassador to Tanzania, the Chief of the TPDF, and the heads of the navy and air force.",43,comp_sent
4679,"Bonacorsi took time off from skating to pursue an Ivy League education, studying International Relations and Political Science at the University of Pennsylvania.",23,comp_sent
40615,"The town was home to a magione built in the Middle Ages by the Knights Templar, hence the current name.",20,comp_sent
46229,Pseudoclamoris is a genus of South American tarantulas first described by M.,12,
30788,They defeated Portland in the first round of the WCC Tournament before losing in the second round to Pepperdine.,19,
22082,"Darker America is a 1924 symphonic poem, or tone poem, by American composer William Grant Still.",16,comp_sent
33374,"The biggest event of recent times was the successful Expo 2005, which is expected to give a longer-lasting impulse to economic growth.",22,comp_sent
49319,"Upon his return to Cambodia in 1993, he was made major-general and then lieutenant-general and given the position of Commander-in-Chief of the Royal Cambodian Air Force, a post which he held until the 1997 Cambodian Coup which resulted in Hun Sen consolidating his power and expelling Ranariddh and his allies.",50,comp_sent
16588,"After a fatal car accident involving Yin Xiamo's adoptive parents, Yin Xiamo blamed everything on Ou Chen, leading him to lose his memory in a car accident.",27,comp_sent
31237,The party was established in November 2019 after Banuera Berina and twelve other MPs left the Tobwaan Kiribati Party following the government's decision to cut diplomatic ties with Taiwan in favor of closer relations with China.,36,
23565,"From there it extends 19 kilometers, trending southwest, terminating in Taan Fjord, an arm of Icy Bay.",17,comp_sent
2105,"Friends of the Earth has criticised the NPPF revisions for lack of environmental review, in that it makes it virtually impossible for councils to refuse fracking schemes, that it fails to address the problems in coal developments or on building within green belts, and that it introduces harsh rules for wind farms.",52,comp_sent
33595,Much of the material on Red has origins in improvisation.,10,
319,"However, numerous cylindrical haniwa and earthenware jars with perforated bottoms have been found.",13,comp_sent
3694,"The MG's is a 1973 instrumental album recorded by the MG's for Stax Records, but by 1973, leader/keyboardist Booker T.",20,comp_sent
32926,All that it succeeds in is to bring back the memories of some of those gems from the past.,19,
123,"Papp was briefly a cycling author, writing about his experiences in the professional peloton, and was a featured diarist for the cycling news website cyclingnews.",25,comp_sent
16600,Mats Rosenkranz is a German tennis player.,7,
5863,"They were cover features on Alternative Press magazine, a headliner of the 2004 Warped Tour, performed Ocean Avenue and won the MTV2 award at the 2004 MTV Video Music Awards, and were featured in the season 2 premiere of One Tree Hill with their song Empty Apartment.",47,comp_sent
41753,"Hanna in Society is a 1940 Swedish comedy film directed by Gunnar Olsson and starring Rut Holm, Carl Barcklind and Elsa Carlsson.",22,comp_sent
41728,"In the final video, Honduran Elections Exposed, Freeston separately interviews two members of the Honduran Supreme Electoral Tribunal.",18,comp_sent
4423,"During the Soviet occupation of Latvia, the building served as the representation of the Latvian SSR at the central government of the Soviet Union.",24,comp_sent
48634,"The series is produced by Filmlance Productions, the company behind popular Swedish TV-series such as Beck, Bron, Caliphate.",18,comp_sent
8311,"Its online portal, complete with a digital version of the print publication, was active since July 2007.",17,comp_sent
26949,The song was covered by Metallica for their 1987 EP The $5.,12,
6999,"John, the band's manager, and Dov Skipper, the son of Skip Alan, provided percussions, and Frank Holland contributed guitar and vocals.",21,comp_sent
35370,Valette is a commune in the Cantal department in south-central France.,11,
13384,"Pilisvörösvár is a town in Pest county, Hungary.",8,comp_sent
34412,Coast Guard has transferred several ships to foreign navies and coast guards via the.,14,
31137,Thus he rebelled two times against the British but lost and finally the estate fell into the hands of British and they granted the estate after diving them to six parts to his sons.,34,
14469,"UEFA held the second European tournament dedicated to World Cup qualification in Castellón, Spain, between, 7 June and 14 June.",20,comp_sent
38846,Egypt entered 149 events at the games.,7,
17770,"Recorded performances of the song were posted under the title You Don't Have to Suck Dick to Succeed on YouTube, although the correct title is Model Behaviour.",27,comp_sent
25679,"The cars were not raced by the official Scuderia Ferrari team, but by a range of private entrants.",18,comp_sent
17197,PRISM launched at 5:30 p.,5,
18512,"In 2018 Lyngdoh contested the East Shillong Constituency, once again winning the seat with a 36% margin.",17,comp_sent
41353,"These include: As well as its policy coordination functions in tuna fisheries management and MCS , the FFA Secretariat also has a substantial role in assisting its member countries in tuna fisheries development, including economic analysis, appraisal and promotion of investment opportunities, and in upgrading national standards that maintain access to major foreign markets.",54,comp_sent
44185,"Langley is an overspill estate, created in the 1950s for Manchester City Council.",13,comp_sent
12424,"Auburn played in the 1996 Outback Bowl at the end of the season, marking their first bowl game since 1990.",20,comp_sent
3118,The best approach to its summit is from this section of the Dales Way by leaving the path at Stonehouse Farm and following the Arten Gill path up Dent Fell towards Widdale and leaving it to complete the ascent before returning in the direction one came.,46,
28049,"Pseudorhabdosynochus mcmichaeli is a small monogenean, 400 µm in length.",10,comp_sent
35517,"In 2018, 69% of the marketable natural gas in Canada was produced in Alberta.",14,comp_sent
34939,The village has a population of 435.,7,
35887,Sarvari graduated from Kabul University with a degree in telecommunications.,10,
14285,The Tea Party is the first album by the Canadian rock group The Tea Party.,15,
7200,"In the times before the Spanish conquest, the area of Subachoque formed part of the Muisca Confederation, a loose confederation of different rulers of the Muisca.",26,comp_sent
21352,The pod can rotate 360 degrees allowing for rapid changes in thrust direction and thus vessel direction.,17,
48256,"Brewer returned to regular football with Canberra United in 2016, playing 13 times in the W-League.",16,comp_sent
28442,Velký Luh is a municipality and village in Cheb District in the Karlovy Vary Region of the Czech Republic.,19,
43255,"On 22 September 2007, the coach, Julio Gómez, decided to give Fernández his first start of the season against Total Clean.",21,comp_sent
46279,"Following the major WikiLeaks release of US State Department cables in November 2010, it was reported by the London Daily Telegraph According to the former Chairman of the Russian State Duma Ivan Rybkin, In 2017, a Swedish Radio documentary presented evidence that Gunvor had been involved in a Belarusian oil smuggling scheme featuring corruption at the highest levels in the Belarus government.",62,comp_sent
29410,"Greenville is a former unincorporated community located in the village of Greenville, in Outagamie County, Wisconsin, United States.",18,comp_sent
6272,Several species have a distinct odour of napthalene.,8,
28463,"In fiscal 2016, the station was used by an average of 263 passengers daily.",14,comp_sent
1145,"It consisted of three sub-districts: Khlong Kum, Khan Na Yao, and Saphan Sung.",13,comp_sent
114,"In Zavidovo, a hunting ground was established in the 1960s for use by VIps, including the heads of state.",19,comp_sent
47391,The site was originally granted to the Anglican Church in 1831 by William Cox to be used as a church and school.,22,
23305,"As a child, she was fascinated by the environment of the Caribbean.",12,comp_sent
37712,Manoj is an Indian film editor who works primarily in Malayalam cinema.,12,
73,Landlords often divided single-family homes or large apartment units into smaller units to house more families.,16,
20868,"Garage Beat '66 Volume 2: Chicks are for Kids! is the second installment in the Garage Beat 66 series of garage rock compilations issued by Sundazed Records, which was released on April 27, 2004 and is available exclusively on compact disc.",41,comp_sent
4431,She visited the foul line in 28 of UConn's 38 contests and was one of the leading foul shooters with a 78.,22,
17854,"Data from: Aircraft engines of the World 1953, Data from Jane's all the World's Aircraft 1955–56 and Aircraft engines of the World 1957.",23,comp_sent
47473,Vol IV: Johnny Pyro and the Dance of Evil is the third album by the Irish funk-rock band Republic of Loose.,21,
4408,"Cockburn felt that the Masters Set doesn't leave you gasping for something simple and it is an intelligent, subtle and interesting extension to the game.",25,comp_sent
33324,"Gold's books have been reviewed in The Times Literary Supplement, The Guardian, The New York Times, The New York Times Book Review, the Los Angeles Times, The Washington Post, the Chicago Tribune and O,The Oprah Magazine, among others.",38,comp_sent
10584,"Natasha St-Pier released her first album, Emergence, in 1996, produced by composer/producer Steve Barakatt.",14,comp_sent
44817,"It lies just to the west of the Montes Caucasus range, which forms the eastern shore of the mare.",19,comp_sent
34825,Lancer Spy is a 1937 American thriller film about an Englishman is instructed to check on him but falls in love with him instead.,24,
7090,"While some of his preserved collections remain, none of his scenes have survived.",13,comp_sent
26011,Aaroniella is a genus of loving barklice in the family Philotarsidae.,11,
27140,Club member Bodo Bittner was part of the bronze medal-winning four-man team at the 1976 Winter Olympics.,17,
36859,While serving in the wars he had contracted tuberculosis.,9,leftward_sent
37980,His father was a school teacher and talented amateur violinist from Guastalla.,12,
14592,"Lac d'Anterne is a lake near Sixt-Fer-à-Cheval, in the commune of Passy in the Haute-Savoie department of France.",18,comp_sent
35827,"Later, the relocated government of the Republic of China offers to take the soldiers and their families to Taiwan, but some are disappointed with the government and decide to stay.",30,comp_sent
46127,"As with many of his designs, Calatrava was inspired by themes and designs in nature for the tall, twisting skyscraper.",20,comp_sent
47348,"The plague of 1630 did not spare the town, bringing great suffering and mourning.",14,comp_sent
15478,He was ordained a deacon in 1906 and a priest in 1907.,12,
44114,"Two songs from the album, The Diamond Sea and Little Trouble Girl, were released as singles.",16,comp_sent
20445,The next year he also received a PhD from the University of Groningen.,13,
41004,He completed his apprenticeship as a farmer in 1985 and followed up on his studies at the Technical college for tropical agriculture from where he graduated as an agricultural technician in 1987.,32,
22642,Nauheim lies 3 km northwest of the district seat of Groß-Gerau 16 km northwest of Darmstadt and 6 km southeast of Rüsselsheim.,22,
3612,The Medal of the Order of Parental Glory is made of gilt silver and is 32mm in diameter.,18,
35158,"Teal'c rekindles his feelings with a Tuk'ac temple priestess named Shau'nac in season 4's Crossroads, but she is murdered soon thereafter.",21,comp_sent
22787,The off-peak Monday to Saturday service at the station is: On Sundays the service reduces to hourly in each direction.,20,
38163,"Affected by the scene and the cries of her surviving children, Cottolengo went and sold everything he owned, including his cloak, and rented two rooms.",25,comp_sent
38783,"By war's end, he was serving as a colonel under General Joseph E.",13,comp_sent
671,"Ath the adjournment of the congress, the plan adopted was submitted to the various legislatures for approval.",17,comp_sent
42079,"He won the summer Grand Prix FIS Ski Jumping in 2013, ahead of Slovene ski jumper Jernej Damjan.",18,comp_sent
12442,The 18th-century period farmhouse house is owned by the Upper Darby Historical Society and open to the public on Sunday afternoons from May through October.,25,
31066,"Artificial Intelligence soundtrack, and suggested Don Davis to handle the Jurassic Park III score.",14,comp_sent
37237,The Godfather III was met with generally favorable reviews from critics.,11,
40609,"Like Universal Soldier II: Brothers in Arms, none of the actors or crew of the original returned, but all the cast and crew from the first sequel are present.",29,comp_sent
41311,"Adults raised in the lab usually live less than 40 days, but can live up to 69 days.",18,comp_sent
17039,The Summer of Frozen Fountains is a 2015 Georgian drama film directed by Vano Burduli.,15,
37464,Each active judge appointed by the President has two law clerks and each senior judge and special trial judge has one law clerk.,23,leftward_sent
44765,Grigori Fursin is a British Fursin received a Master of Science degree in physics and mathematics from the Moscow Institute of Physics and Technology in 1999.,26,
9963,"Wat Saeng Siritham is an ancient Thai Buddhist temple in Tha It, Pak Kret, Nonthaburi province, outskirts Bangkok.",18,comp_sent
33534,A weak surface trough of low pressure emerged into the northeast Gulf of Mexico on August 1.,17,leftward_sent
9867,"However, in January 2015, after having teased it for weeks, Altar of Plagues announced a few shows to take place in early 2015.",23,comp_sent
1127,The specific epithet was chosen to commemorate the American bird artist Donald R.,13,
878,During the next ten years he seized every opportunity for profitable travel.,12,
49278,"Moving to Lisbon in an unsuccessful attempt of mitigating the disease, he died in 1848.",15,comp_sent
44884,"As a magician, he was featured on America's Got Talent, Estrella TV's Tengo Talento, Mucho Talento, Hollywood Christmas Parade, Syfy's Wizard Wars , where he and his partner won and took home the $10,000 prize, and Penn and Teller: Fool Us.",41,comp_sent
36860,There are also advanced solutions  These represent a superposition of spherical waves travelling from the future into the present.,19,
35957,The term Halls is a surname of English origin.,9,
1384,Kumarsain has an ideal climate and temperature throughout year.,9,
26587,Galloway has made numerous appearances for Australia's under-20 and under-23 sides.,11,
45280,"It has landing points in: It has a design transmission capacity of 640 Gbit/s, with 180 Gbit/s lit , and a total cable length of 20,890 km.",27,comp_sent
35909,"It features four weights , a stylistic alternative, small caps, and many alternate glyphs.",14,comp_sent
4051,"It has a seating capacity of 1,030.",7,comp_sent
29837,A Chinese-language edition was published in 2008 with illustrations and music.,11,leftward_sent
12280,It has four pit lines for loco repair.,8,
13173,"Kemie is a village and administrative center of the Tohmajärvi municipality in North Karelia, Finland.",15,comp_sent
38370,"The plot deals with Dolly is sent to manipulate her, but slowly falls in love with her.",17,comp_sent
3803,"The next morning June arrives to find Kickboxing Academy vandalized, including a severed mannequin's head hanging from a noose.",19,comp_sent
30983,"Poldek Pfefferberg, one of the survivors, persuaded Thomas Keneally to write the novel and Steven Spielberg to produce the film.",20,comp_sent
5870,"The inaugural class of inductees ceremony took place in Douglas, Wyoming, in the year 2014, the year the hall opened its doors.",22,comp_sent
32590,"With a supportive executive branch of government, Ali Mubarak was able to enact a number of education reforms.",18,comp_sent
33982,There are more than 30 genera and 500 described species in Luperini.,12,
3833,The editor was also the chief staff writer.,8,
14340,While serving as a lecturer in Manchester he became known for discovering how to use bacterial fermentation to produce large quantities of desired substances.,24,leftward_sent
25441,"Hilton's family made another move back to Coachella Valley for high school, where, at La Quinta High School, he started a band with some of his classmates.",27,comp_sent
43412,He won a gold medal in the team épée at the 1980 Summer Olympics and a silver in the same event at the 1984 Summer Olympics.,26,
47732,"The Gruffalo Spotter app, launched in early 2017, is an augmented reality app that works alongside the Forestry Commission trails, where users can follow a set of clues and signs to locate animated characters from the book and take photos with them.",42,comp_sent
30319,"The Skyscraper Tour was a North American, European, Japanese, and Australian concert tour by hard rock singer David Lee Roth.",20,comp_sent
34959,"Bob Gaudio, an original member of the Four Seasons, refers to Eyes as .",14,comp_sent
32155,"Brown, pretending to retreat, drew the Spanish forces away on 14 May from the protection of the fort guns, and two days afterwards, an engagement took place in the course of which Brown's leg was shattered by a cannonball.",39,comp_sent
17669,"According to the 2006 census , the municipality has a population of 586 inhabitants.",14,comp_sent
33662,"Kalophrynus interlineatus, commonly known as the spotted narrow-mouthed frog, is a species of narrow-mouthed frog found in India and South East Asia including Hong Kong.",25,comp_sent
1588,The Jaimme's Got a Gal remix features strings and additional guitar and percussion.,13,
26128,"In 1898, he took up art professionally, and between that year and 1912, he exhibited his work regularly.",18,comp_sent
28742,"When he is suspended by his captain for his reckless methods, McCarthy manages to steal his boss's badge and gun.",20,comp_sent
1000,The average household size was 2.,6,
29414,"Goldelund is a municipality in the district of Nordfriesland, in Schleswig-Holstein, Germany.",12,comp_sent
8596,"Gansky's book, entitled The Mesh: Why the Future of Business is Sharing, was released in 2010.",16,comp_sent
49842,Men's 4 × 200 m Freestyle Relay.,7,
2848,The 2011–12 season saw Liverton retain the Premier Cup and win the league's Charity Vase.,15,
10249,On Census day there were 392 people living in Bryansford.,10,
10146,"In March 2013, Devoy was chosen as the successor to Joris de Bres for the position of Race Relations Commissioner.",20,comp_sent
3217,The city of Purnia has continued its tradition of hoisting the national flag at 12:07 am on every Independence Day since 1947.,22,
45171,The book was produced as a radio play of the same name in 2006.,14,
26416,Nearly half of the Italian colonists this first wave of refugees moved to Italy and soon most of them emigrated in the early 1950s to the Americas.,27,
19917,The squadron provides expeditionary communications for the aviation combat element of the III Marine Expeditionary Force.,16,
14365,"However, in 1858, his remains were removed from Kippax to the Bolling mausoleum at Blandford Cemetery in Petersburg, Virginia erected by his great grandson.",24,comp_sent
46893,"Since his maiden victory in 2009, he has won a minimum of one tournament per season through 2017 and has a total of 21 victories.",25,comp_sent
3881,"Churton by Farndon is a former civil parish, now in the parish of Churton, in the borough of Cheshire West and Chester and ceremonial county of Cheshire in England.",29,comp_sent
43811,"He made his professional debut in the 2011–12 season, on loan to F.",13,comp_sent
5253,"Quercus oleoides is a slow-growing tree, reaching 8–15 metres long, containing one to six flowers, each about 7 mm long.",20,comp_sent
38966,"The sign has spawned multiple variations, with various levels of agreement with the original message.",15,comp_sent
18274,Gmina Międzyzdroje or Gmina Misdroy is an urban-rural gmina north of the regional capital Szczecin.,15,
16494,"They dress in full red, with white details.",8,comp_sent
46556,VReel began in 2008 under the title DivXIt.,8,
2217,"Brown invited the DePorres Club, a youth-led activism organization, to use her offices after the group was exiled from nearby Creighton University.",22,comp_sent
41329,This Tehran province location article is a stub.,8,
5756,"Giannini also has a leading role in the 2012 ABC-TV drama series Missing, starring Ashley Judd and Sean Bean.",19,comp_sent
26800,"Alda, an American of Italian descent, was born Alfonso Giuseppe Giovanni Roberto D'Abruzzo in New York City, the son of Frances and Antonio D'Abruzzo, a barber born in Sant'Agata de' Goti, Benevento, Campania, Italy.",34,comp_sent
17449,Curio is overly confident; his poor decision-making leads to his army being trapped and slaughtered by the Numidians.,18,
6375,"Blending acoustic and minimal electric guitars with a multitude of percussion instrumentation, digital tabla machines, sci-fi electronics and feedback, this avant garde collective of envelope pushing splatter artists have created a new presence.",33,comp_sent
20568,"Comparisons between the scleral rings of Saurolophus and modern birds and reptiles suggest that it may have been cathemeral, active throughout the day at short intervals.",26,comp_sent
11462,Coordinates: 29°19′49″N 94°44′06″W﻿ / ﻿29.,5,
22616,"It has four campuses in all, eight Faculties, a Business School, one Medical School, one Graduate School, one Institute and three centres.",22,comp_sent
16627,Warner designed the building in the Queen Anne style.,9,
23306,Henbury School was a community school It was used as a filming location for the Roundview College in the television series Skins It has been involved in the Rugby Football Union's All Schools programme since 2012 and is linked with Clifton Rugby Football Club.,44,
21474,"The earliest works come from the workshop to the Museum of Benito Madrid Bertolozzi: Leda, the David of Verrochio, The Boy of the Thorn, The Belvedere Torso, Slave, Torso of Subiaco, Torso by Phidias, Apollonius.",35,comp_sent
6724,"Schmidt and Harry Bannink in 1967, as himself, Arie Pruijselaar junior and Arie Pruijselaar senior.",15,comp_sent
3796,Chaos;Child Love Chu Chu!! is a visual novel video game developed and published by 5pb.,15,
37022,"The draw took place on 8 October 2015 in Jakarta, Indonesia.",11,comp_sent
12529,"He went to Paris to study engineering, but embarked on an artistic career after meeting and taking drawing lessons from the French satirist and political cartoonist Caran d'Ache.",28,comp_sent
3162,"People in Taiwan surf all year round except during the typhoon seasons, which has been prohibited by law since 2011.",20,comp_sent
20744,"It was built about 1805, and is a 2+1⁄2-story, five bay, stucco over stone dwelling.",15,comp_sent
7189,"TRA services operate at ground-level platforms, while KMRT services operate on an elevated platform.",14,comp_sent
16949,The church was a parish church for Holy Cross Church parish in central Bergen from 1320 until 2002.,18,
48959,"Maria Pia De Vito is an Italian jazz singer, composer, and arranger.",12,comp_sent
22584,"Reacting to the statement, composer Tanishk Bagchi said they had recorded the song with many singers but found Ash King's version to be the most suitable for the film.",29,comp_sent
27076,"Her stage performances in plays like Moruchi Maushi , directed by Amal Allana bought her recognition as an actress.",19,comp_sent
7737,"He was also a member of the French parliamentary friendship groups with Germany, Japan and Romania.",16,comp_sent
24610,"On television, one of DiMarco's best-known acting parts was in the teen drama series Degrassi: The Next Generation as Daphne Hatzilakos, teacher and later Principal of Degrassi Community School.",29,comp_sent
14140,"Who You Are is the first studio album by American indie rock singer Cary Brothers, released on May 29, 2007.",20,comp_sent
46439,The Os=O and Os-OH distances are 1.,7,
47544,"Ermine, on a cross gules, 5 roses Or.",8,comp_sent
