sentence_id,text
S3V0356P0_12365,"Meanwhile, the mails are being efficiently carried as formerly by road over a distance less than a mile now traversed by the railway as quick or even quicker than by rail."
S3V0299P0_20305,"The article said that the more the poverty of the working man, if he supported himself the more was his credit."
S3V0311P0_360,It had been asserted that the Dover railway companies were hostile to the Bill.
S3V0317P0_16104,"We desire to give relief to the tenant when he is unjustly and cruelly pressed, and, at the same time, to admit the leaseholder to the benefit of the Act of 1881."
S4V0055P0_10851,The liberties of private Members have been greatly restricted in late years.
S4V0047P0_2888,"For the oversea supplies of the garrisons from home the Navy was responsible, and yet the cost was borne on the Army Estimates."
S3V0031P0_3666,"He professed himself a rigid Catholic, anxious, above all things, for the maintenance of the Catholic ascendancy in its good old character."
S3V0290P0_6147,"As to the first portion of the Question, I have to say that stores of the description which have been sent to the Port of Suakin were sent there in order to bring that port into a state adequate to receive the stores of any other expedition which it might be desirable to send there."
S4V0083P0_910,"They are not the most important persons that are affected by the opening or shutting of shops; some consideration, a great deal of consideration, is due to the consumer."
S3V0079P0_13004,Gentlemen opposite from the benches which they occupied.
S3V0044P0_10288,"He put it to the House whether they would, by rejecting the clause, deprive those ignorant and demoralized men of the only religious instruction of which they could avail themselves—that furnished by the clergymen of their own communion."
S3V0216P0_21901,"The proposal is not as yet embodied in the Bill as it stands; but I have given Notice that I intend to move in Committee that the Commissioners to conduct this inquiry shall be appointed in the following manner—namely, one by the Lord Chancellor, one by the Speaker of the House of Commons, one by the Lord Chief Justice of the Court of Queen's Bench, two by the Roman Catholic Poor School Committee; and I select that body, because it is the only exclusively Roman Catholic organization which has hitherto been recognized by Parliament."
S3V0272P0_19241,"There existed a system of free schools in Scot-laud, established under an Act of Parliament passed in 1836, for the purpose of giving effect to what was considered to be the desires of the founder of a most important educational endowment."
S3V0331P0_3332,"Much as he desired to see this £5, 000, 000 used in as economical a manner as possible, he could not consent to the proposed limitation."
S3V0225P0_10542,Large sums were derived from opium by the Indian Government; but he maintained that the Indian Government had had nothing whatever to do with forcing the traffic upon the Chinese.
S3V0071P0_5273,Gentleman had read to the House several statements founded on returns of the Ecclesiastical commissioners; and he would read a return which he had procured from the Ecclesiastical Commissioners of the actual revenue of the Irish Church.
S4V0105P0_7741,"But during those three years that Bill was allowed to remain in a pigeon-hole, and it was not heard of again until the Liberal Government had fallen, and a Unionist administration taken its place."
S3V0123P0_12900,I now approach the more important topic of viewing the taxation of this country under the new circumstances in which all parties and conditions of men have now agreed they are to be placed.
S3V0345P0_27041,Member for Central Bradford last week.
S3V0115P0_19800,"Gentleman's Motion, that the Minutes of the Committee relating to the matter be printed."
S3V0317P0_3629,"It is not proposed to give any special payment to the officers to whom a holiday could not be allowed, although I should be glad if it were possible to do so."
S3V0062P0_8185,Were they going to charge the deficiency in the opium revenue on her Majesty's late advisers?
S3V0061P0_5452,"It has been urged, and I admit the force of the objection, that in times of scarcity it will be very difficult to maintain a fixed duty."
S3V0071P0_5104,"We staid at home in reluctant ignorance, and you reproach us for not being learned and refined. """""
S4V0034P0_6414,"The only ground on which it could be justified was that the Church in Wales had an equitable title to the enjoyment of the property, and that it had been used for ecclesiastical purposes."
S3V0312P0_3107,"I submit to your ruling; but I ask your attention to this point, that the discretion of the Chair would be in regard to what I will call a new system of drafting; it is wholly detached from the putting of the clôture with which the first part of the Rule deals."
S1V0037P0_15955,"Authority, however, in some way or other, he must have had for writing such a letter."
S3V0204P0_20377,Then the next principle of amalgamation was that recruits of the Militia were to be trained with those of the Line.
S4V0160P0_2374,"They were then contemplating extending their ambulance service, which had hitherto been chiefly confined to the removal of cases of infectious disease."
S5LV0004P0_3997,Surely they ought not to put it beyond the power of the Road Board to carry out their work in their own way without going to a county council or to a contractor?
S3V0259P0_24934,"Any reasonable improvements used to be made by the landlord; but he was sorry to say that that state of things no longer remained, because now, when the farm was out of lease, the practice was for the landlord to pay for certain improvements."
S5CV0012P0_4101,"Not a single Member, I venture to say, can, in pointing this out to his constituents, defend the tax."
S4V0091P0_10486,I do not know; but he is there now.
S3V0293P0_7978,"They must act by themselves, and carry out their responsibilities."
S3V0211P0_9728,"Why, then, should not that rule be observed in the present case?"
S3V0157P0_6556,"But while I am anxious to see this Treaty of Commerce confirmed, I, at the same time, feel that some change must be made in the Navigation Laws of France, and I feel that it is but justice to the shipowners of England that some change should be made."
S4V0033P0_21986,"The total deposits in the Post Office Savings Banks increased from £30, 411, 000 in 1878 to £75, 850, 000 in 1893, but while the rate of increase in the first ten years of the period he had named rarely exceeded £2, 000, 000, in the last three years it was about £4, 000, 000 or £5, 000, 000 each year."
S3V0015P0_17533,Members that he was dealing fairly when he spoke of the multitude of offences which had been increasing.
S3V0176P0_15086,The Brazilian Government did not accede to the demand.
S3V0117P0_4423,But then it was said there had been a great gathering of men in arms.
S1V0036P0_12642,"These licences would be granted with an unsparing hand, and tippling and drinking of all kinds would be carried on where they were conferred; so that if the poacher changed his habits from one vicious tone, he would be only transferring them to another equally bad."
S3V0346P0_23712,"The same thing occurred at Tipperary, and again there was no inquiry."
S2V0019P0_6818,"The importance of it, in benefitting the cultivation of wheat land was well known, and its utility in giving employment to whole villages ought not to be forgotten."
S3V0315P0_23593,"He says that the Lord Lieutenant, or he himself, would make a rule to that effect."
S3V0175P0_21296,Now he protested against any such statement as that the magistrates decided by reference to property.
S3V0169P0_3559,"The noble Lord, the present First Minister, may be said to be its author."
S3V0276P0_17852,"Many trees would grow and flourish with scarcely any amount of subsoil, and the re-afforesting of the country would dry up the marshy districts and improve the climate of Ireland generally."
S3V0133P0_18200,"Dublin had hitherto been treated as a capital, but, as some concession to the pawnbrokers there, it had been determined to put them on the same footing as those of provincial towns."
S3V0128P0_11869,"Surely, if there are two qualifications you want a man to possess, and which it is very important he should possess—and if you have a test by which you can ascertain the presence of the one qualification, but no decisive test by which you can ascertain the presence of the other—your best course is to use the test you have, and to leave as little as you possibly can to chance."
S3V0097P0_17907,"Gentlemen below the gangway on the opposite side of the House, who contended that religion ought to be separated from the State."
S3V0277P0_14947,"He would like to ask the Postmaster General if it was possible, under present arrangements, for private individuals to undertake telephone arrangements for the Metropolis?"
S3V0110P0_8397,The question of the waste lands was one of the deepest interest to the colonies.
S4V0195P0_12340,Now the situation in which they found themselves was this.
S3V0209P0_13408,"Friend (Mr. H. Cowper)—namely, that this was one of the first experiments in dealing with large basins for the supply of water."
S3V0008P0_1599,But the renting a 10 l. house is plainly a criterion both of property and respectability.
S2V0002P0_22501,"Those petitions stated the general commercial distress which prevailed, without pointing out any immediate remedy for that distress."
S4V0184P0_17969,Another limitation is that no area is to-get more than 6s.
S3V0103P0_21730,"The Bill was now greatly altered, and yet the House had never had a proper opportunity for discussing it."
S3V0311P0_28440,"When Parliament is asked to vote a sum of £150, 000 out of the pockets of the English taxpayer for the payment of people in Egypt, I think it is necessary to have some explanation of the purpose for which it has been employed, who will profit by it, and what is the nature of the services the Egyptian Government performed for which they are now seeking payment."
S3V0142P0_6165,"In the first instance, when the question was raised, Lord Clarendon said he could not agree to the possession by Russia in the Black Sea of such large vessels; and then the question was adjourned, as were many other questions which were raised before the Plenipotentiaries, and the consideration of which proved to be inconvenient."
S3V0281P0_23200,"When you leave the farm you will be paid the full value of your improvements; but until then you must pay, in the shape of rent, the full value of the farm. """""
S3V0017P0_4415,He would not take up the time of the Committee by referring to history for many instances.
S3V0063P0_23350,"Member proceeded to a division, he should certainly not divide with him."
S4V0193P0_602,"I have made some inquiry into this matter, and I find that there are schools in nearly every big port in this country where persons wishing to embrace the calling of the sea can study all matters connected with it."
S3V0145P0_9599,"Believing that it would lead to a great saving of expense, he should certainly make that proposition in the next Session, if he had a seat in the House."
S3V0331P0_3235,"I am informed that meetings have not taken place at this particular spot, at which the crowd stood across a route of omnibus traffic; but at a point further down White Lion Street, where no appreciable obstruction has been caused, and where the meeting in question would not have been interfered with."
S3V0056P0_3036,They often boasted of the wisdom of their ancestors.
S2V0002P0_11584,By the gentlemen of the princess's suite.
S5CV0014P0_17509,"Member for Waterford, this national Irish weapon, this shillelah, with which they propose to beat out the claims of all who stand in opposition to them in carrying out their autocratic will which they claim to have a mission from the country to put into effect; I think the trading community of the country will see perfectly plainly through these party tactics, which, as a new Member, I admit are frankly very confusing; but I think those outside who have not had to attend the Debates in this House, but have merely been able quietly in their own business places to read the reports of what has taken place, will perfectly understand the reason for these gigantic borrowing powers, and will understand that it is not a matter of Parliamentary practice which interests them at all, but that they had a right to believe that the best would be done with the time at the disposal of the House, and that the very first business would be collecting the greatest amount of revenue possible, and due at the present time."
S1V0011P0_4615,"He thought it was impossible that there could be any justification for it, and that it was a symptom of a general system to be adopted against the rights and against the feelings of the catholics of Ireland."
S3V0189P0_5145,"He attached so much importance to the recognition of the principle of an increase of the episcopacy that he trusted their Lordships would not offer any opposition, to Amendments which were not fatal to the principle."
S4V0040P0_5081,"THE PRESIDENT OF THE LOCAL GOVERNMENT BOARD (Mr. HENRY CHAPLIN, Lincolnshire, Sleaford ) :"
S3V0215P0_26899,"The necessary number was, according to the Deputy Coroner's statement, completed after he was sworn."
S3V0086P0_18255,"On that occasion, a report was to be read for his information."
S3V0299P0_20154,"He had received a letter shortly after the meeting of the House purporting to be from the brother-in-law of the girl alleged to have been abducted, in which a denial was given to most of the statements made in the paragraph."
S4V0180P0_8378,But they must take care that the equipment was provided.
S3V0087P0_3734,"What he would recommend to the noble Duke (the Duke of Richmond) was, to withdraw his Amendment in the meantime, and wait to see the result of the measure of Government, and if the consequences should prove so disastrous as was anticipated, some arrangement of this kind might be proposed next year."
S4V0059P0_1791,He has himself told us that his calculation has been to some extent upset by the litigation he has referred to.
S4V0106P0_12030,This war has shown many things in the way of exhaustion.
S1V0041P0_10045,"Nay, more; the justice had it in his power to send one of his emissaries into the meeting who did not belong to the parish or district, one of the noble lord's spies for instance, whose presence or language might make the assembly illegal."
S3V0211P0_18617,"If the newspapers were to say that they could give no report, that would be intelligible."
S3V0225P0_8970,So much as regarded any fears which might be entertained on behalf of the landlords.
S3V0237P0_2082,"What he (the Earl of Airlie) wished to point out was that there was a wide difference between the two despatches, though he was bound to admit that there was considerable force in the reasons which the Foreign Secretary assigned for the advance in the position assumed by the Government in December."
S3V0076P0_16973,"But, as at present informed, it does not appear to me to be folly to lose one chance out of two of intercepting the slave-ships."
S2V0002P0_1037,"He should therefore presume that that bill was unalterable at present, and irrevocable till some future opportunity, and should argue for his illustrious client under the idea that he was confined to the manner of the proceedings, and the time or times in which those proceedings were to take place."
S3V0214P0_12895,"You will find in that Report that the number of recruits who failed on trial last year was less than 14 per 1, 000, which, in his opinion, is remarkably small, and shows that great attention is paid to the medical examination of recruits."
S4V0070P0_5668,"It is unfortunate, but the card, whether issued with or without the right honourable Gentleman's authority, was, at any rate, a summarised epitome, drawn up by skilled agents, who presumably had attended meetings and had heard the right honourable Gentleman's speeches."
S3V0304P0_17462,"In a matter of this kind men who have served the Queen in high offices of State, and who remained her Privy Councillors, ought not to treat the Irish nation with levity."
S3V0056P0_16484,"If in July Government had proposed to take a greater number of men, than was actually necessary, they would have given grounds for that excitement that subsequently had prevailed in France."
S4V0056P0_11599,Member's Motion is directed.
S3V0064P0_3216,"I shudder at the recollection and almost dread to tell your Lordships of some of the cases that have come to my knowledge—cases in which, however, and be this told to the honour of humanity, I have heard of the greatest benevolence and the kindest disposition being evinced by those having the smallest means, and who, I must say, are ever found endeavouring to alleviate the distresses of people but little poorer than themselves out of the proceeds of their own scanty pittance."
S4V0166P0_8547,Other Members in the House did that for them.
S4V0046P0_15078,"He hoped the House would pause well before condemning what had been done on this occasion, and he could not admit the alternative policy that had been offered to that of Her Majesty's Government, an alternative policy which would mean, if it meant anything, that we should abstain from all interference, and leave Turkey to suppress this insurrection according to her known and ordinary methods, by fire and sword, and by practices that to every civilised nation were infinitely worse even than lire and sword."
S3V0317P0_2822,"It was with the view not to criticize, not to interfere with the action of the Government, which, he thought, was worthy of praise, but with a view to help them and to bring public opinion to bear on this question that he brought forward this subject."
S5CV0017P0_18423,"Presented accordingly, and read the first time; to be read a second time upon Monday next."
S3V0277P0_12776,"The trustees would not be allowed to retain in their possession vast sums of money, nor would they be allowed to charge the estate with all manner of expenses."
S3V0023P0_3828,"You were wrong; you know it, and"
S3V0157P0_7971,"He says that we have a total of 4, 000, 000 acres, or, in round numbers, 6, 000 square miles, of coal in the British islands."
S3V0008P0_10525,What grounds were there for supposing that they would neglect their duty?
S3V0288P0_18714,"Gentleman would be in a position to carry out his will, even if he had the wish."
S3V0238P0_16812,"The result was, that when the gun came next to be fired, the charge, instead of leaving the gun by way of the muzzle, exploded in the contrary direction and killed several men, in addition to causing much confusion on board the ship."
S3V0013P0_13325,He trusted the House would never for one moment entertain such an argument.
S3V0252P0_26534,They always were exceptional when it was sought to make a bad precedent.
S3V0313P0_17725,"Now, I do not hesitate to affirm that if that trial had taken place in Ireland, no jury would have dared to bring in a verdict of guilty."
S3V0150P0_15617,Office and the Board of Control is a cause of the greatest mischief.
S3V0036P0_14308,"But when he gave his consent to advocate the measure, he gave it under the full conviction of the sacrifices with which it was to be accompanied, and under the full impression of retiring from office, and supporting the claims of the Catholics in private life."
S3V0092P0_1040,"I say, my Lords, that this is one of the causes and one of the greatest aggravations of the existing evils of Ireland; and the consequence is, that the Government has been obliged to come forward to give relief by employing large numbers of the labourers of the country upon public works."
S3V0272P0_6571,"In the one case, he calls money paid by the State a gift from the Public Exchequer; but in regard to the other he, I must say, very coolly, but no doubt with perfect sincerity, calls it money taken from the landlord."
S3V0222P0_7335,"Therefore, it was premature and irregular to give Notice of a Motion for the issue of a writ."
S4V0091P0_7701,"Gentleman, and the extreme slenderness of the base upon which these charges rest"
S3V0306P0_6490,It is to be borne in mind that these annual inspections are the occasions when the Asylums are officially visited by the Managers who are not on the Committees for the management of those Asylums.
S4V0060P0_417,"He said that the power of compulsory service was one with which he would not readily part, that it was one it was necessary to keep with a view to possible emergencies, and he added this most important statement, that the present law was antiquated and required revision."
S3V0154P0_6512,"Member for Carlisle put it aside on the ground that there was a Committee of inquiry into the Berwick election, when the whole subject would be investigated."
S3V0313P0_1463,I see no indication of an independent state of mind among them.
S1V0020P0_12869,"With respect to his motion, he still adhered to the opinions he had delivered."
S3V0124P0_2609,A general register had previously failed of its purpose.
S4V0083P0_14328,That he contended would inflict very grievous injustice.
S3V0217P0_16885,"Out of the 50, 000 accidents of all kinds that annually happened in this country, resulting in 29, 176 deaths, only 4, 346, resulting in 65 deaths, were referable to our textile manufacture; and he submitted that, so far as the allegation that textile manufactures were fraught with danger to women and children, they were, on the contrary, their best source of help and protection."
S3V0142P0_7289,"If a rate of 4 d. or 6 in the pound were laid over the entire county, those parishes that were assessed at only 60 or 70 per cent of the value, paid a smaller percentage than those who were assessed at 80 or 90 per cent of their value."
S4V0059P0_4816,The scheme he proposed was really a scheme in competition with the Attorney General.
S3V0124P0_2951,But then his noble and learned Friend said that the persons in possession of property would derive no advantage from the registration in point of security.
S4V0196P0_6425,"They wanted the Board to represent the trade of London, and he agreed that there ought not to be such a number of external elements as would imperil the efficiency of the Board as a whole."
S4V0047P0_14775,"Gentleman whether the Land Commissioners report that the particulars in the schedule """"are procurable"""" at the same time as the announcement of the fair rent?"
S5CV0009P0_7097,The principle of the tax is simply that the person who has got this value at his disposition ought to pay something out of it.
S3V0064P0_8073,"The population, too, of these separated states by difference of creed and caste, were prevented from combining and communicating with each other."
S4V0107P0_15056,I find no safeguard in the Bill that this additional subvention which is to come out of the rates will not to a considerable extent go in relief of existing subscriptions.
S3V0283P0_2256,"He even accused the Government of some Machiavellian design in bringing up the Bill late in the Session, and, assuming that he knew much better than they did themselves how to manage their Business, he complained that they had not accelerated its progress by a single day, and had postponed it to the Parliamentary Elections (Corrupt and Illegal Practices) Bill."
S3V0014P0_9495,"Gentlemen now move for papers, whose uniform argument, on the two first discussions, had been founded on the treaty itself, with a stout denial that any thing extraneous could throw light upon it?"
S3V0061P0_11373,Gentleman said the Income-tax ought never to be imposed except under the pressure of war.
S4V0012P0_20213,"Certain specimens were some years ago removed from the collection as being useless or unsuitable for exhibition, and some of these have, no doubt, deteriorated."
S5LV0004P0_10563,On conveyance on transfers by voluntary disposition the fixed duty is ten per cent.
S3V0080P0_15819,"Friend will consent either to withdraw his Bill, or that he will not be satisfied to have it met with a negative, because any expectation that the Government might alter their views on this subject must prove utterly fallacious."
S3V0325P0_22899,"Amendment proposed, in page 4, line 6, after the words """"town clerk"""" to insert the words """"of county fund for borough fund."
S3V0323P0_1312,The noble Marquess might scarcely be aware of the enormous interests concerned in this question.
S4V0072P0_861,"I have put in these recommendations exactly as they stand in the report, but the general opinion now is that the Academicians should be limited to still fewer works, but that at any rate they should pass a competent jury and not send in pictures which are really of no value."
S3V0019P0_5386,"As to the statement of 100, 000 ."
S4V0195P0_21135,Gentleman justify such a proposal?
S3V0241P0_6924,These things caused the Government to consider the steps they proposed to take with all the greater confidence.
S3V0171P0_8330,He supported this clause in the interests of peace.
S4V0050P0_7925,"It was bound by Statute to obey the orders of the Treasury in what it did, but the conception of the kind of obedience which the Department held itself bound to render was to him a strange and new conception."
S1V0031P0_11751,"He must say, that out of regard to public morals, they ought to withhold that sanction if the connexion was such as the Queen had refused to approve, which refusal they were justified in inferring."
S3V0277P0_6204,"There presented themselves 11, 032, or 94 per cent."
S3V0205P0_1585,"If it was the intention of the Commissioners to say that hereafter poverty should not be considered, their scheme ought to be denounced most absolutely."
S3V0146P0_1500,"The forces which he mentioned as being gathered together by General An son before Delhi, will be met by the English troops which have been despatched from the hills to join him; they will also be met by the troops of the Native princes, who have shown a most cordial and praiseworthy desire of co-operating with the British troops—and I think that this is a very important circumstance, not only from the material advantage of their assistance, but also as showing the opinion which prevails in India as to the result of such a contest."
S3V0128P0_5026,"The only ground on which the issue of the writ could be contested was, that the Committee had reported that bribery had existed; but all they reported upon that head was, that a person was promised the amount of an outstanding election account if he refrained from giving his vote; but that promise, the Committee said, was not proved to have been made with the knowledge or consent of Mr. Towneley, the Member."
S4V0063P0_7015,The right honourable Gentleman must be referring to the Indian Act.
S3V0057P0_10639,"Gentleman was one of a strictly practical nature, the course which the discussion had taken had brought before the House great principles which were involved in the consideration of the subject."
S3V0114P0_4900,There was one expression in the Speech in which he certainly could not agree.
S3V0311P0_2012,"The price of land might go up, and it would be a most serious thing for the Church that the glebe lands should be sold during the current agricultural distress."
S3V0047P0_5230,They were to march against their own countrymen who had been designated as aliens and as outcasts.
S4V0012P0_25795,The Board of Supervision had too many lawyers among its members; and it was for the Secretary for Scotland to prevail upon his Colleagues to bring about such reforms as were demanded.
S5CV0005P0_5583,"Then they go on for another fortnight, and perhaps they want £2, 000 each week during the whole of the 12 months."
S3V0045P0_11879,"He had already stated, that it would be impracticable to ask Parliament for any great increase of the funds of the Church until the question of cathedral preferments was examined into, and any surplus they could afford to spare was ascertained."
S3V0162P0_15698,He could see but two possible objects.
S3V0329P0_2811,Gentleman's speech that the sentiments of Gentlemen on this side of the House are generally to be inferred from a suggestion to which he had given the great weight of his personal authority.
S3V0145P0_23276,Gentlemen opposite certainly hail led him to expect other things from them.
S3V0083P0_4767,He should support the vote.
S4V0088P0_1600,"Gentleman there are found men who honestly think that the war was an unjust war, and that even now the independence of these Republics, unjustly assailed, should be restored to them, and who, therefore, not from want of patriotism, but from motives sufficient in their own mind to justify their conduct, would be regarded, and rightly regarded, by the Boers and their leaders as people anxious to support and aid them?"
S3V0051P0_7005,"The defendant was justified in law in that publication, without resorting to the plea of the privilege of Parliament."
S4V0101P0_11060,"The whole of my contention is that we must protect property and protect liberty, and the bolder we are in our conduct in doing that the more likely we are to win success."
S3V0172P0_8732,He said the noble Lord's greatest claim to the popularity he enjoyed with the country was founded upon this scheme of fortifications.
S3V0343P0_5211,"Member for the Maldon Division (Mr. Gray) has spoken with a vigour and independence which Her Majesty's Government are ready to honour and value; but though he made several suggestions as to the direction in which this Bill might be improved, he spoke generally in favour of it."
S2V0006P0_1542,"During the consultation, one advised on thing, another another, and the dissention thus generated amongst themselves, became at length so boisterous, that the patient desired his servant to turn them all out of doors, and leave him to himself."
S3V0322P0_8192,It had been carried out in order to enable the landlords to get in their rents; but he (Mr. Clancy) was afraid the result would not be beneficial in that direction.
S4V0183P0_5575,"They were not doing anything useful, but they were doing the public out of a good deal."
S3V0139P0_8069,"They reported to the House that """"the business of such Companies differed so much from ordinary business that it was advisable to repeal all the provisions of the Joint-stock Companies Act so far as they related to Assurance Societies, and to deal with them in a separate Act. """""
S3V0320P0_24022,Gentleman to page 210 of the 2nd volume of the discussions at the Colonial Conference.
S3V0117P0_4109,This court was conducted with all the solemnity of a court-martial.
S3V0042P0_5114,He then put every obstacle in the way of the public enjoying the right—
S5CV0009P0_7425,"You ex elude the common rights, and thereby you reduce the valuation."
S4V0020P0_12469,"His answer was that the Guardians should have the same qualification as the District Councillors, and he pointed out that the whole scheme of this part of the Bill would be broken down if the Amendment were accepted."
S2V0012P0_13461,He did not support this measure because it was a profitable thing to those by whom it had been projected.
S3V0329P0_4797,"Member asking that all the Prison Rules should be laid on the Table of the House, and he had not the slightest objection to doing so."
S3V0290P0_12086,He could hardly think that that was a stop which the House could contemplate with any sense of justice.
S3V0277P0_13898,"But the contract, as I said, has no force at all until it has been approved by the House."
S4V0053P0_17420,The County Council will have a veto upon the presentments for district roads in rural area.
S3V0325P0_23462,It was that this power of enabling a person to give evidence on his own behalf was in the interest of the accused.
S3V0024P0_1040,"He had always remarked, both with reference to that and to the other House, that when a case was fully made out for any measure, which its opponents could not overturn by fair reasoning and just argument, they immediately appointed a Committee, as the best way of getting rid of it."
S3V0157P0_27889,I am speaking of the special alliance which exists.
S3V0092P0_12343,"He apprehended that that company got into great difficulties; and if they had not had the power of raising new shares, they could never have proceeded with the works."
S3V0326P0_9937,In the last few weeks news had arrived that we had actually extended our Protectorate in some form or other to Bechuanaland.
S4V0037P0_22403,The companies wanted more and tried to get all they could and grants to the extent mentioned had been made.
S4V0109P0_14112,That machinery was the abomination of those days.
S4V0082P0_17993,"I beg to ask the President of the Board of Trade whether his attention has been called to the outbreak of scurvy on the British sailing ship """"Beacon Rock, """" of Glasgow, whilst on a voyage from London to San Francisco in 1899; whether he is aware that Enoch Oleman, one of the sailors, was put into hospital at San Francisco suffering from the malady, and that the crew allege as the cause of the scurvy that the beef, flour, and water supplied to them were unfit for human consumption; whether he can explain why Enoch Oleman did not receive his wages due to him up to the time of his discharge at San Francisco; and whether he is aware that the scale of provisions supplied to the men is the same as was issued in 1850."
S3V0290P0_11331,"Baronet has made three distinct statements, as far as I understand him."
S3V0039P0_682,"And when Mr. Peel spoke of the """"extension of education, """" as another part of the remedy to be applied to Ireland, I take it for granted that he meant the extension of such a system of education as should be applicable to the great mass of the people."
S3V0178P0_16297,But for the purpose I have in view it will do just as well to take this account; and the result is of great interest.
S3V0095P0_19968,"Member for East Surrey (Mr. H. Drummond),"
S3V0221P0_3963,"From first to last, it was, as a judicial Court, a fiction."
S2V0009P0_12597,The harvest of the present year promised to be very late.
S3V0174P0_21559,"And I may say that even in that particular there has been no want of attention to the principle of assimilation recommended by the Commissioners, because while here in England the Masters generally were abolished, the Master in Lunacy continued to act,"
S4V0067P0_8519,"They have failed to do so, and until they give some satisfactory answer to the questions that have been asked to-night by the right honourable Baronet the Member for the Forest of Dean, and by the right honourable Gentleman the late Under Secretary of State for Foreign Affairs, it does seem to me that the House should not vote these large sums of money for these wild districts and swampy marshes in Central Africa which, at the very best, are only speculative investments for this country."
S4V0101P0_10756,"The probable reason of the savings in Ireland was that the people were putting by in order to emigrate, or to make provision for a day of emergency and suffering, which they feared was only too likely to come upon them."
S3V0220P0_3978,No amount of repressive laws would change the habits and tastes of the great body of the people.
S3V0155P0_15719,He did not consider there was anything in this which was inconsistent with the clause in the Act transferring the Government of India.
S4V0126P0_5800,"I think, so far as it went, it was a very good agreement."
S5CV0008P0_3624,"When it comes to so fine a point as that, that a man of the political position of the late Duke of Devonshire may, without violating the Sessional Order, speak on the day before the nomination—"
S4V0015P0_808,"Instead of vast improvements, such as a now thoroughfare from the Strand to Holborn, the proposal was now confined to the rebuilding of Vauxhall Bridge and to making approaches to Woolwich Ferry and the new Tower Bridge."
S4V0030P0_2709,But there was a way out of the difficulty.
S3V0117P0_9457,"Why find the penalty in statutable misdemeanors, punishable by fines and imprisonment?"
S3V0293P0_19997,He recollected what occurred at the close of the Sitting at the end of the Summer Session.
S3V0146P0_16258,"I do not think that in our debates at this moment, we ought to go into the ancient history of Ireland, or that we ought to discuss the character of the office at the time of the Union or before the Union, but we may speak of the action and influence of this office as we know it in our own times and in our own experience."
S3V0183P0_22360,"If that doctrine were to be laid down in the present state of Parliament since the lie-form of Parliament in 1832, I maintain that it would be utterly impossible for any Government, unless it were far wiser than any that has yet existed, to carry on for twelve months the administration of the affairs in this House."
S3V0323P0_7117,"Northampton) asked the Chief Secretary to the Lord Lieutenant of Ireland, Whether a prison warder at Tullamore, named Oulahan, has been reduced in rank, thereby suffering a loss of £10 a-year in salary, and has been transferred to a distant prison at his own expense, because some candles were lighted in a window of his residence on the night of Mr. William O'Brien's release; whether this was stated by Oulahan to have been the act of his wife, and whether he was on duty in the prison at the time and until 10 o'clock that night; and, whether, in view of these circumstances, and the severe consequences with which the Prisons Board have visited this warder, he will request them to re-consider their decision in the case?"
S3V0196P0_12451,"There was no doubt that, in some manner, before long, personal property would be made to bear its share of local burdens."
S4V0048P0_647,How does it show it?
S4V0108P0_9657,"There was now a better supply of water, storage and irrigation works had been carried out, and the result was that something like 100 square miles of the island had been placed in a much better position than had ever been experienced before."
S3V0105P0_8462,An enormous amount of money has been raised to relieve us.
S3V0100P0_11714,"Baronet, that his firm conviction was, if he had been at the helm last year and this, there would have been no need to ask for Coercion Bills."
S3V0261P0_159,My noble Friend seems to doubt it.
S4V0045P0_18613,"In London there were the two parent Societies, and he lumped their members together, although it was very difficult to say whether they were residents in London or not."
S3V0199P0_17394,Twenty-one years ago he asked leave to introduce a Bill to reduce the Malt Tax by one-half.
S3V0211P0_14009,"Thus, the Government had entirely insured themselves against that great national danger."
S3V0055P0_4352,"Between the time of the old and the new crop there was unfortunately a want of employment, and, with starvation before the inhabitants, the district was often in a disturbed state."
S3V0233P0_10152,"He expected he should be met by the statement that he was making a personal attack, and that it was ungenerous of him to bring the matter before the House; but this was not of the nature of a personal attack, and sympathy with Sir Henry Elliot's state of health — a sympathy which he (Mr. Rylands) himself felt—ought not to prevent the House discussing the important considerations dependent on his position at Constantinople."
S4V0059P0_10612,"The """"poor"""" people who are getting £400 a year from their land, which they do not work for, have only to pay half their land tax; the other class, who have to work, and who are getting twelve or fourteen shillings a week, will not get the advantages."
S3V0055P0_2833,"The deans and chapters looked on the measure as a sort of imputation on them that they had neg- lected their duty; but while this strong feeling against the bill existed on the part of the clergy, it at the same time rendered them not the best judges as to the matter in question."
S3V0157P0_24452,"He (Mr. Sheridan) was of opinion the difference would be in amount almost equal to that given away by the repeal of the paper duty, if not a great deal more."
S3V0238P0_14382,Was that found in these two Bills?
S3V0329P0_22367,"HALDANE (Haddington) repeated what he said on a previous night, that if the House would allow the Bill to go through its second reading, so far as he was concerned the """"Mineral"""" Clauses should be omitted in Committee."
S5CV0001P0_18710,"Members wish to supplement the reasons which I have given from time to time, I would advise them to cull them from the Reports of the majority and the minority of the Poor Law Commission."
S3V0319P0_5205,"King's Co. , Birr) said, that when the Bill left that House Irish Members had hoped that it would be of some little benefit to the unfortunate tenants of Ireland, and that it would have enabled them to pass over the intermediate time before a larger and more efficient measure could be introduced."
S4V0004P0_16637,"Now, Sir, we make a large profit out of the Post Office."
S3V0331P0_10597,He had brought before them a proposition that he was prepared rather to support than to oppose.
