sentence_id,text
S4V0144P0_8681,What difference could it possibly make if the Highland Light Infantry were grouped at Perth or Fort George?
S3V0315P0_19809,What is the character of the special jurors of Dublin?
S2V0001P0_5824,What prevented this individual from being prosecuted as all others were prosecuted?
S4V0079P0_19801,What is it that the promoters of this Bill seek?
S4V0162P0_22600,What would be thought of the official head of the Education Department in England if that official went round making speeches attacking the clerical managers of elementary schools?
S3V0003P0_14267,What is the motive for fixing upon precisely sixty for suppression?
S3V0129P0_7279,"What would be said by any Gentleman who had the honour of a seat in that House, if he were told that he should not go amongst his constituents, or humble himself by soliciting their """"sweet voices?"
S2V0008P0_3949,"What would the House think, if, after the reading of the noble lord's letter, a member of that House proposed to this corporation—to this assembly of freemen—another noble lord to officiate as their patron; a noble lord, too, who had no property within a hundred miles of the borough, and with whom they had no natural connection?"
S3V0080P0_9046,"What was the strength and efficacy of any moral lesson, except traced up to the word and will of God?"
S3V0132P0_18438,What was the state of things to which I had to apply them?
S3V0063P0_13346,What proceedings had been adopted by the House in consequence of the report made by the committee?
S3V0310P0_21470,What is the qualification for County Dublin?
S3V0113P0_6229,"What salutary effect could it have upon the soldiers, mixed up and confused as it must have been in their minds at the time?"
S3V0161P0_20570,What were the reasons for such an unprecedented undertaking?
S4V0104P0_15367,What County Court judge would sit twenty-four hours in the chair of justice after making declarations of that sort?
S3V0128P0_6860,What is the meaning of that portion of it where he denies that he ever made me any offer of office?
S3V0057P0_10574,What was the condition of pauper children generally when they entered the union workhouses?
S3V0123P0_20059,"What is the reason, what is the cause, that he is to be assailed at every point, when he has made two financial statements in one year, which have both met with the approbation of this House, and I believe also with the approbation of the country?"
S3V0133P0_14938,What was the conduct of the noble Lord and his Friends with regard to that?
S3V0223P0_2409,What did the House think turned out to be the preference rent at which the tenants had been sitting and in respect of which they might well have executed the most costly improvements?
S3V0204P0_8611,What did Earl Granville do with reference to the latter part of that appeal?
S3V0099P0_11666,What has been the effect of your legislation?
S3V0126P0_4606,"What took place afterwards, when the present First Lord of the Admiralty came back into office, and when the power of the original circular was re-enforced?"
S2V0011P0_16805,"What else could be called the sparing a man from being hanged, to inflict upon him the military execution of a thousand lashes?"
S4V0143P0_13435,What information was now at the disposal of His Majesty's Government which was not at their disposal years ago?
S3V0076P0_8091,What became of the majority of those who voted on that Bill?
S3V0162P0_3316,What has the Church of England been doing?
S3V0166P0_21969,What is the relation of this country to Italy?
S3V0346P0_16070,"What more right have they to interfere with a man's duty than any citizen of Tipperary has to interfere with a constable in the discharge of a fluty, not, so far as I am aware, prescribed to him by the law?"
S3V0191P0_25044,What does the supremacy of the Crown consist of?
S3V0021P0_7465,What was the position laid down by the noble Lord?
S4V0031P0_7497,"What they wanted to know was, were these instituted by the provincial authorities or were they instituted at the instance of a private individual?"
S3V0194P0_13657,What measures had already been sanctioned by previous Governments in order to attain this security?
S4V0116P0_3416,What court of law is to determine that it belongs to this or that denomination unless there is something by which in law it is vested in that denomination?
S4V0152P0_1846,What is Mr. Chamberlain's feeling as regards this Question of Chinese labour?
S5CV0003P0_23319,What amount of responsibility exactly is conveyed by the appending of signatures by the various members of the Board of Admiralty?
S4V0183P0_8855,What has the Congested Districts Board done?
S3V0037P0_18810,What had been the result of the noble Lord's pertinacity in adhering to a course of proceeding on which he had staked his reputation?
S3V0090P0_3420,"Which then of the two measures should the House, under the circumstances, adopt—the measure of the Government, which would only go to keep alive the people for a short time, or the measure of the noble Lord, which, besides giving them immediate employment, would improve their permanent condition?"
S3V0206P0_19839,"What was the use of asking for information when there was no Minister in the House who could give it; as it was well known, in accordance with the evidence of the late lamented Lord Clarendon, that the Under Secretary for Foreign Affairs knew nothing of the disposal of the Secret Service money, and that, as that noble Lord had said before the Diplomatic Committee, the Foreign Secretary alone was responsible for its expenditure?"
S3V0318P0_9984,What object will you gain by striking it?
S3V0072P0_14555,What rights and privileges have we taken away?
S3V0114P0_6712,What was their conduct in seceding from that church?
S4V0025P0_4395,"What does Captain Lugard, who was the agent of the Company, say about these Treaties, to which Lord Rosebery and Sir Gerald Portal attach importance?"
S4V0062P0_11200,What has filled the right honourable Gentleman's mind with boilers?
S4V0131P0_9763,What was the country and the House to think of the conduct of the Chancellor of the Exchequer?
S4V0046P0_7463,What would be the consequence if these questions were to arise?
S4V0146P0_15675,What was the use of taking figures which did not represent the total number of rich persons and saying that if their incomes were taxed under a graduated system they would only get a sum equivalent to a tax of one shilling on the smaller incomes?
S3V0243P0_2130,What was the good of saying that the Government had departed from the policy of former Viceroys?
S3V0222P0_8931,What is the consequence of this irregularity?
S3V0201P0_819,What provision could be made in a living which was under £250 or £300 a year?
S3V0222P0_4690,What saved it from a course which might produce Parliamentary anarchy and inflict great injury on the country generally?
S5LV0004P0_8703,"What I want to ask is, which of those estimates is correct?"
S4V0011P0_16382,"What became of his promise and his brotherhood, his love and affection for the English people?"
S4V0144P0_13441,What would Nonconformists say if a Bill were brought in by a private Member for the State regulation of vice?
S3V0284P0_18775,What was it that saved Egypt from anarchy and ruin after the criminal blunders of the Government at Alexandria?
S4V0087P0_8434,What was the genesis of these proceedings?
S4V0056P0_20355,What was the position only a very few years ago?
S2V0004P0_3295,What had been the foundation of all these calamitous events?
S3V0196P0_21021,What constitutional right had they to interfere in it?
S4V0067P0_13124,What has actually been spent in the year under the Military Works Loans Act?
S4V0138P0_724,What does the Secretary of State propose?
S3V0154P0_6019,"What will be the effect of this bounty offered to novices on the 40, 000 experienced men now serving in your fleet?"
S4V0083P0_15885,What has been the history of this question?
S4V0047P0_23524,"What are the grounds, stated in plain words, of reason and of policy for the determination about so secondary a matter which can evidently only be persisted in at the risk of jeopardising interests that are not secondary at all, but are essentially of first European magnitude?"
S3V0296P0_100,What did they find in the House of Commons as the result of 10 years' petitioning on both sides of the question?
S3V0040P0_465,"Which is the worst and most dangerous course, to be over cautious, or too supine?"
S3V0289P0_22030,"What would the Conservatives have to say to the working men, when, on asking for their votes, they were told—""""We cannot vote for you, because the polling places are closed too early?"
S4V0126P0_212,What are the other members of the Cabinet doing?
S3V0131P0_6357,"What were the conditions upon which the present Government was formed, according to the present Prime Minister?"
S3V0069P0_9950,What mischief was not done by raising it?
S3V0346P0_29323,What is the good of this House providing for the appointment of Commissioners for the purpose of settling fair rents in Ireland if those who are appointed are biased strongly on one side or the other?
S4V0160P0_3167,What justification is there for treating those bonds in a different manner?
S3V0051P0_7856,What was it that they had said of Mr. Howard?
S3V0200P0_4225,What will be the effect of this new rule?
S4V0020P0_12151,"What machinery, then, had they to enable them to put this Act into force in April next?"
S4V0113P0_15897,What was the use of an Amendment of that description?
S3V0331P0_22627,What is the latest information in the hands of the Government as to the condition of Mr. Moroney's health?
S4V0090P0_21704,What did your Inspector General of Recruiting tell you two years ago?
S3V0288P0_25213,What was to become of the Borough Funds Act which now stood between the public and Corporate bodies in order to prevent excessive demands from being made upon the rates in aid of extraordinary projects which might be promoted by particular individuals?
S3V0312P0_29309,"What were they going to do, for instance, with those tenants who defended their homes and refused to leave their farms, or if, after having been turned out and driven from them, crept back again?"
S4V0138P0_12116,What was the result of the recent inquiry into this question which had been held in South Africa?
S3V0096P0_6032,"What were the laws, what was the nature of the religious code, by which this people were governed?"
S3V0308P0_9241,"What explanation did Her Majesty's Government give of the manner in which they cashiered Captain Plunket, the Divisional Magistrate who had charge of Kerry and Clare?"
S3V0281P0_15739,What proportion of the foreign supply of meat is sold in London?
S3V0034P0_1792,What did experience teach on these points?
S3V0155P0_9851,What would have been said of us if we had adopted that course?
S4V0046P0_8519,What happened with regard to the reforms?
S1V0019P0_13162,"What guide can it be, in the exercise of their trust, to inform the directors of the Bank that we think their issues of notes ought to be limited, if we cannot inform them by what principle, or to what amount?"
S3V0182P0_24357,What is the policy of this extreme section?
S4V0103P0_8970,What was the object of allowing the debate to go on for seven or eight hours on a misunderstanding?
S3V0166P0_32736,What was the necessity for sending such persons into the country parts of Ireland to teach the sciences?
S3V0310P0_1822,"What was important was, what was the position of the case now, and in what way did it reflect upon Parliament?"
S4V0143P0_11534,"What conceivable man, asking either for Boer, Afrikander, or Johannesburg votes, would have a chance of being elected under such circumstances?"
S2V0002P0_17235,What was the observation she made at the moment?
S4V0139P0_3455,What is the conclusion that is to be drawn from the kind of claim which the licence-holder possesses?
S3V0346P0_522,"What action could the Governments either of Madras or Bombay take in respect to military procedure, supposing that the Army Act was amended in the manner proposed, and all power whatever taken away from the Governments of Madras and Bombay over the Armies of those Presidencies?"
S2V0014P0_7856,What had been the state of the poor in this country previous to the reign of Elizabeth?
S3V0337P0_7216,What day will the Sugar Convention Bill be put down for?
S3V0233P0_2160,What was the answer of the President of the Council?
S3V0022P0_17601,What was the nature of his solemn exhortation?
S3V0216P0_5001,What was the position of the Navy at the present moment?
S2V0004P0_10373,"What was there so sacred in our palaces that should exclude her majesty from one, if her name was placed in the Liturgy?"
S5CV0009P0_17953,What would happen in a case of that kind?
S3V0244P0_28037,"What we want to know is, who is responsible for the present state of affairs?"
S2V0016P0_15880,"What was to become of that responsibility, or how could that discipline be preserved, if the check which constituted the principal and most effectual instrument of its maintenance were removed?"
S4V0060P0_1905,What becomes of the money for dead men's effects?
S3V0211P0_3018,What I asked was whether the noble and learned Lord would rest his judicial character on the statement he then made?
S3V0166P0_4909,"What is Mr. Fraser's testimony, and Mr. Forster's?"
S3V0186P0_17205,What was a temporary annuity after all but a compulsory sinking fund?
S4V0163P0_446,What is the local authority going to serve out to that school in the way of religious instruction during the remaining three days?
S3V0117P0_4497,"What is the justification on the point by the highest authority that can be cited on the subject, Lord Torrington himself?"
S3V0187P0_24670,"What sound reason could be given, under such a Bill as this, for allowing the debtor to make himself bankrupt?"
S3V0146P0_222,"What he wished to know was, whether the noble Lord would have any objection to employ this piece of artillery against an enemy with whom we were now at war in another hemisphere—the Chinese?"
S3V0091P0_2240,What would be the result if the Motion for a Select Committee were carried?
S3V0155P0_4981,What happened after the financial statement of 1858 was made?
S3V0319P0_16952,What has become of this equitable jurisdiction now?
S3V0058P0_12138,What is the public question of ordinary legislation in respect to which any rational doubt can be entertained as to my views?
S3V0014P0_1848,What was the reason why that great measure had been marred?
S3V0054P0_3948,"What said this person about the present bill, in an address of the National Association prepared by him, and dated """"April the 21st, 1840?""""— ?"
S2V0019P0_6541,"What was now heard of the surplus labour amongst the silk and other weavers, which gave so much concern within and without those walls some time back?"
S4V0068P0_18696,What was the state of things at the date of the sitting of the Committee?
S3V0308P0_25556,What is the magic of the number proposed?
S4V0119P0_19035,What lie wanted to know was the standard up to which the Admiralty was now working—were they working up to a two or a three-Power standard?
S3V0339P0_10692,What is the claim of the Chief Secretary in regard to the Government of Ireland?
S4V0090P0_3563,What was the result as soon as they had this free hand?
S1V0030P0_8413,"What he (Mr. W. ) required was, that the House should know on what authority the duke of Wellington had signed the Declaration of the 13th of March?"
S2V0007P0_3551,"What security would you have then, that the reform which has not been made from within, may not come with a vengeance from without?"
S3V0059P0_6084,What was the explanation of their refusing to relieve the country from taxation?
S5CV0005P0_17338,What is this great business we have the great audacity to ask?
S4V0088P0_4397,What were the elements which ought to make for generous concessions in this matter?
S5CV0009P0_438,"What would happen if, on the Stock Exchange, the whole of a certain stock were thrown on the market to-morrow?"
S3V0313P0_5429,What did the Government intend to do to carry out the section of the Act by which the three Commissioners could have assistance?
S3V0057P0_5134,"What chance was there then for a man seeking reparation for injuries, or resiting a vexatious suit, obtaining fair and ample justice?"
S4V0068P0_13651,"What is the use of men being members of the Reserve, being liable to be called upon in time of war, if they are not able to obtain employment in time of peace?"
S1V0019P0_14776,"What is it but to say, that the debts incurred, and the contracts entered into, under the old established legal standard of the currency, including the debts and contracts of the state itself, are now to be lopped and squared to a new measure, set up originally as a temporary expedient; and that the sacredness of public faith, and the obligation of legalengagements, are to be conformed to the accidental and fluctuating derangement, and not to the antient and fixed rule, of our currency?"
S3V0310P0_11362,"What could be a more monstrous thing than to have in your capital town persons representing 17 nationalities establishing liquor shops over which the Government of the country had no control, and could not even levy a tax?"
S3V0100P0_2009,What was the proposition of the Government?
S4V0068P0_13028,"What I should like to ask is, what is the real percentage of the men who decline to join for a second term?"
S3V0281P0_27258,"What did the Government mean by pointing to an alternative agreement, which, after all, was to be subject to a reference to the County Court?"
S4V0091P0_20138,What are the arguments against the principle of the Bill '?
S3V0157P0_5269,"What in that case would be the heartburnings and discontent of the first, second, and third, who were passed over?"
S4V0002P0_738,What do we send these boys to industrial training ships for?
S3V0185P0_14731,What was the condition upon which the Executive remained?
S3V0196P0_7030,What objection was there to give the Free Church in Scotland an Act of Incorporation?
S4V0056P0_18715,What was the reason of amending the laws?
S4V0051P0_13740,What was the fact in the Highland counties?
S5CV0005P0_16717,What is the great obstacle that stands between the Chancellor of the Exchequer and the granting of this boon to the industries of Ireland?
S1V0003P0_5113,What would have been the result of such a proceding?
S3V0312P0_8410,What sort of a state of things had they presented to them in that statement of the noble Lord?
S4V0109P0_450,What possible reason is there for referring Rules framed by such a thoroughly competent body as this Central Midwives Board will be to the General Medical Council?
S3V0012P0_8501,"What signified it to the person who lived in Mary-le-bone, whether a Member of Parliament who also lived in Mary-le-bone, was called a Lord or a Commoner?"
S3V0178P0_23523,What is it that those who oppose Reform fear in a moderate measure like this?
S3V0130P0_12629,What were the objects which Her Majesty's Government proposed to themselves in entering upon and continuing this war?
S3V0082P0_979,What are your Lordships now called upon to do?
S3V0318P0_19313,What sort of swords did Sir John Adye send?
S3V0148P0_19208,"What were the Native States which had been annexed since the year 1833, which was the commencement of that policy?"
S3V0136P0_10645,What abuse had ever exhibited itself at first in all its deformity?
S4V0119P0_18457,What would happen if the United States refused to accept that view?
S3V0241P0_26640,"What he wanted to know was, in what way fairs and markets were going to be treated?"
S4V0171P0_1763,What are the characteristics of the new nucleus battalions?
S4V0080P0_3985,What is the judgment that is passed on the Crimean War and upon the expenditure on that war?
S3V0111P0_12099,What was it that the petitioners in this case asked for?
S4V0131P0_556,What interest do you give these people to be industrious?
S3V0320P0_5627,What has been done to carry out that recommendation?
S3V0051P0_6333,What was the nature and character of their duties?
S4V0108P0_7584,"What was the explanation of that, while there was a large increase of clothing, furniture and bedding?"
S4V0011P0_23160,What are the principal sources of revenue?
S4V0088P0_1504,"What right of speech, what right of vote?"
S3V0082P0_12091,"What right, then, had the Attorney General to say that the purchases were unfairly made?"
S3V0089P0_3800,What position did they stand in with regard to the seventeen included treaties to which they were not parties?
S4V0125P0_2041,What is the contention of the Committee of Imperial Defence and of His Majesty's Government?
S3V0314P0_15330,What did Mr. Disraeli say with reference to that Breach of Privilege?
S5CV0001P0_14838,What is the result of prohibition in the past?
S3V0281P0_5241,What was a candidate for the City of London and other Metropolitan boroughs to do?
S3V0310P0_3514,What did those prophecies of future deeds of valour degenerate into?
S3V0004P0_14023,What was the risk the country ran in doing the latter?
S3V0289P0_4189,What was to be thought of the statement that many of the supporters of the Established Church now admitted the injustice of maintaining it?
S3V0202P0_2941,What does the noble Marquess (the Marquess of Lansdowne) say on this point?
S3V0176P0_14858,What would have been the condition of Parliament?
S3V0048P0_8620,"What special circumstances, what changes had since occurred to induce them to swerve from the course there pointed out?"
S3V0198P0_4337,What claim has he to share in the surplus property of the Church?
S3V0082P0_5944,What are the precautions we have got against this abuse?
S3V0077P0_16838,What would be thought of those who did this?
S3V0081P0_4059,What had of late years been the drift of their Irish legislation?
S4V0045P0_3835,What were the other figures relied upon by the Attorney General?
S4V0125P0_15087,"What had become of that inquiry, and what did the Government intend to do in reference to it?"
S4V0123P0_9690,"What I want to know is, who are the mutineers?"
S3V0281P0_11346,What can be said against it from that point?
S4V0086P0_18114,What is the significant language of Lord James of Hereford?
S3V0026P0_9846,"What would the House have said, if a flag with the motto """"No Protestantism, """" had been exhibited in the presence of the meanest magistrate in England?"
S3V0007P0_4399,"What are we to expect when the whole Representation, or nearly the whole, will be of the same description?"
S4V0060P0_8460,What are the circumstances with regard to Ireland?
S3V0033P0_9274,What at present was the condition of the army in consequence of these divided functions?
S3V0223P0_6054,What was the special legislation now proposed for Ireland?
S3V0284P0_18565,"What were they to say to the initial and fundamental inconsistency of undertaking practically the government of one-half of a country, and yet disclaiming all responsibility for the other half?"
S3V0091P0_2893,"What would the noble and learned Lord have said, had the Government altered the schedules of the Mutiny Act, of which no one would have been aware till it received the Royal Assent?"
S4V0032P0_2235,What did the Bishop find in the Australian Colony where there was no State Church?
S3V0156P0_14837,What could our forces do before an enemy that offered no opposition?
S4V0107P0_13484,What are we asked to decide upon tonight?
S3V0331P0_1644,What was the inference from this document?
S4V0068P0_8469,What was the amount of our expenditure upon armaments in the year 1850?
S3V0330P0_17500,What was there in that at all improbable?
S3V0234P0_2418,What does the rubric of the Church say in reference to the consecrated elements?
S2V0004P0_10267,"What was this argument, but an admission that accusation, coming from the quarter from whence it came, was to be taken as proof of guilt?"
S3V0327P0_8906,What was the reason they were to distrust the County Council and the joint committee they proposed to set up?
S3V0157P0_9177,What has been the language of the noble Lord himself with respect to this question of the annexation of Savoy?
S2V0001P0_15319,"What necessity was there, in addition to the infantry barrack, for a barrack for a complete regiment of cavalry in Glasgow?"
S3V0351P0_22600,What is the difficulty which has to be met?
S3V0171P0_10897,"What are the alterations advocated by the writers of that book—alterations, too, more or less adopted by some able divines in our own Church?"
S3V0137P0_4840,"What he desired to know was, what were the means which the Government had of conveying these troops?"
S4V0139P0_19741,What would be the occasion that would arise?
S3V0319P0_15957,"What was the meaning of saying that tenant-right must be paid, if he was disturbed?"
S4V0042P0_14373,"What was it that made England occupy such an immense place in the imagination of mankind, except that she possessed the wealth, the power, and the glory that attached to the Dominion of India?"
S4V0137P0_10237,What sort of a title were the brewers to get under this Bill?
S3V0004P0_15569,"What estimate would be formed of a party which had recourse to such measures, to defeat the desires of the whole nation?"
S5CV0003P0_28134,What reason have we to think that in three years we shall not be asked to abolish the proceedings against the parents with money with regard to the cost of food?
S3V0284P0_12224,What did the Government of this country do?
S4V0040P0_17537,What was the evil which they had to consider?
S3V0197P0_7053,What is the fact as to these Articles of Usher?
S3V0330P0_13545,What did Mr. Matthew Arnold say about the curriculum in the Hamburg schools?
S4V0132P0_528,What docs the Ordinance do even with the amending regulations?
S3V0057P0_586,What happened at the very time of the capitulation of Montreal?
S3V0333P0_8638,What is the effect of this mild administration upon the prisoners themselves?
S3V0175P0_1469,What possible security had they that if this Bill passed things would remain on the comparatively moderate basis which at present existed?
S3V0077P0_19673,What is the course which you propose to adopt?
S3V0243P0_1986,"What was the situation, then, at the end of 1877?"
S4V0142P0_17811,What is to be its place as one of the bases of the Fleet in the future?
S3V0070P0_19103,What recollections did Whig government call up?
S4V0054P0_14781,What was the object of the Light Railways Bill?
S5CV0001P0_13529,What has been the past attitude and action of Scotland in this matter?
S5CV0019P0_6622,"What right, I should like to know, had they to refuse to do their duty to the school which was still recognised and continued to be recognised lip to the end of June by the Board of Education?"
S3V0314P0_20355,What is the real position in which we stand?
S3V0017P0_13536,What had been the main objection of his hon. and learned friend the member for Dublin?
S4V0080P0_11632,What is this very large demand going to cost?
S2V0008P0_8495,What could present a more striking contrast than the present and the last session of parliament in that respect?
S4V0118P0_16678,What were the great points considered by the Conference?
S3V0083P0_13496,"What is to become of the coffees of Ceylon—and what of British India—that boundless space, in which, in the Valley of the Ganges alone, sugar sufficient for the supply of the whole world might be produced?"
S2V0018P0_16050,What had been the result of their labours?
S3V0283P0_5161,What were the means resorted to in order to find him guilty?
S3V0120P0_9809,What was the boon conferred on Ireland in respect of this?
S3V0002P0_4058,What good had been yet effected for the people of Ireland?
S3V0314P0_31325,What is the history of the whole of the trades unions' decisions?
S5CV0015P0_13614,What is the sole defence of the Government?
S4V0157P0_7362,What was the purpose of putting these Bills down in an order unless they were to be taken in that order?
S4V0084P0_18241,"What then, again, I ask, was the period at which this alleged grievance arose?"
S3V0283P0_12246,What was the conduct of the Government on the occasion?
S5CV0003P0_4072,What are the existing revenue duties of the country?
S3V0109P0_12730,What had been the course and object of our legislation for some time past?
S1V0020P0_2135,What must every one have expected to follow?
S3V0241P0_5369,"What could we not do in Ireland with such a sum as £80, 000 a-year?"
S1V0013P0_6255,"What was there in the immorality of such conduct that could go to render her testimony invalid in a case of the highest public importance, and concerning a person of the very highest rank in the state?"
S3V0115P0_658,What was their excuse for not making the attempt to correct this evil?
S3V0351P0_15238,What is the definition of a light railway?
S3V0119P0_4668,"What did I state in that despatch, in reference to which a great parade is made, as if I had been guilty of breach of duty to the Crown, and of my obligations to the Prime Minister, in sending it without previously communicating with the noble Lord?"
S3V0232P0_18388,What did the Declaration of Paris do by making the trade safe under a neutral flag but allow the whole of the Fleet to be employed for legitimate purposes in attacking the enemy's ships?
S3V0077P0_12303,"What evil could possibly arise to the Public Service, or even to this private method of aiding it, from the announcement being made which has been suggested to-night?"
S3V0345P0_22108,What is the liability which affects a Director in his position?
S3V0228P0_5475,What was the rationale of our native Kingship?
S3V0138P0_20794,What plan of peace was now under their consideration?
S4V0034P0_10732,What right had State officials to interfere between men and their employers for the purpose of preventing higher wages being paid to the men?
S3V0099P0_5926,What made us independent of foreigners during the last war?
S3V0097P0_4847,What were the duties upon other articles of subsistence?
S3V0182P0_22700,What did the Chancellor of the Exchequer thick of a duty of 1 per gallon on beer?
S4V0152P0_1833,What is the course followed by noble Lords opposite?
S5CV0008P0_5055,What has that got to do with my question?
S3V0144P0_28173,What does he mean to do with the Government of that country?
S4V0081P0_6594,What on earth has this to do with the tea duty?
S3V0332P0_12492,What did that mean but that Catholics were not worthy of credence on their oath?
S3V0329P0_5991,What is the meaning of this demand for a specific enumeration of the charges?
S3V0288P0_13587,"What guarantee have you at all that that class will use the enormous powers you propose to intrust to them with justice, or to the benefit of the country at large?"
S3V0096P0_9299,"What interest, I ask, can the Jew have in doing anything detrimental to the Christian religion, or the interests of the Christian Church?"
S4V0102P0_16961,What are the main principles of that Report?
S3V0126P0_14472,What argument in favour of remitting the tea duty does not apply to the wine duty?
S4V0011P0_3961,What were the historical facts of the case?
S3V0013P0_9204,What was that but blowing hot and cold with the same breath?
S2V0004P0_17933,What was the first symptom of this genial spirit?
S4V0086P0_17186,What was the attitude towards the Transvaal?
S3V0009P0_17031,"What was our situation, however, on the 5th of January 1832?"
S4V0176P0_6617,What money was it that they were to spend?
S2V0015P0_14838,"What is this in the foreign country, but a premium against our manufactures, in favour of the rival manufactures of other states, or of the importing state itself;—and in this country, but a tax upon raw materials requisite for carrying on our own manufactures?"
S4V0125P0_2104,What is the problem with which we are confronted?
S3V0246P0_17522,"What ought to be distinctly underststood was, whether the instructions to be given to Sir Garnet Wolseley would place him in the position of being a messenger of peace, or a messenger of war, charged with the extermination of the Zulu people?"
S3V0057P0_13635,"What must strangers think of us, when prevented from seeing St. Paul's, from viewing the monument of Nelson and other heroes there placed, in order that a small sum should be extorted from them at another time?"
S5CV0011P0_2306,What will happen in my case if this Amendment is rejected?
S4V0169P0_10278,What were the facts to be derived from the books in the Library in regard to Indian trade?
S5CV0014P0_28341,What is the national training they advocate?
S3V0204P0_8384,What would France have done if she had been successful in this war?
S3V0037P0_14506,"What was the only real argument which had been brought forward in this discussion, more particularly by the noble Member for North Lancashire last night?"
S3V0154P0_601,What is the authority of a French Prefet on the opinions of Lord Palmerston?
S3V0038P0_11095,What tribunal was more fit to submit the consideration of it to than the convocation?
S3V0202P0_15677,What did he require the Education Department to do?
S4V0092P0_9806,"What is there to prevent them doing this and making their bunkers larger, so that at other points they may unload their bunkers?"
S4V0004P0_8387,What will be the effect of that regulation?
S4V0089P0_7029,What faith are they likely to put in our promises if their fulfilment is postponed to a remote and indefinite future?
S3V0051P0_12780,What would Ireland have to fear from the latter Government?
S4V0067P0_2194,"What has been the attitude of the Bishops on great questions like slavery, the granting of reforms to the people, and the attempts which were made to make the brutal old criminal law more humane?"
S3V0189P0_7922,What is the newspaper that is waited for with the greatest interest?
S2V0011P0_4228,What necessity was there for pressing the bill until next year?
S1V0015P0_4737,"What thanks would the House bestow on an admiral, who first ran his fleet among rocks and shoals, and then evinced great skill and ability in getting them off again?"
S3V0183P0_18701,What is the reason we are not further advanced than we at present are in applying a remedy?
S5LV0002P0_12041,What steps would the Government take to enforce the law in future?
S3V0151P0_1425,"What will that assembly think of your consistency, when you send down to them a Bill without the enactment you before approved of, and enacting the very thing you before disapproved of?"
S3V0123P0_18509,What say you to the schedule under which the poor widow or the small trader of 60 or 70 a year is rated?
S3V0140P0_5386,What would have been said of such crimes had they been exposed in the days when Warren Hastings was denounced by the burning eloquence of Burke and Sheridan?
S3V0289P0_17744,"What he wanted to know was, whether the President would have a casting vote?"
S3V0080P0_18858,What is it now which constitutes a great general?
S3V0065P0_1399,What is the Standing Order which he proposes?
S3V0270P0_15378,What did Dublin Castle do with the policemen before sending them out during the excited times of last autumn?
S3V0057P0_11370,"What had been the most difficult and perplexing questions with relation to every one of the three kingdoms, except those relating to the Christian religion?"
S4V0046P0_8579,"What good had the """"concert of Europe"""" ever done for the population of Crete?"
S3V0166P0_3447,What was a teacher to do with children like these?
S3V0196P0_15766,What was the position in which they stood?
S4V0192P0_1059,What is the line of opposition taken by the noble Lord representing His Majesty's Government?
S4V0080P0_5314,What does Lord Rothschild's Committee point out?
S3V0310P0_22445,"What I would ask the House to consider is, whether it will insist, in the present circumstances of the tenant farmers, upon payment in full of the rents which have been artificially forced up?"
S3V0293P0_19283,"What jeopardy would it put the Bill into if, by plain speech and frank utterance on the part of the Government, they were to say when the Redistribution Bill was to be introduced?"
S3V0024P0_12156,What influence could be equal to a power which enabled the Government to tamper with so many men's estates?
S3V0166P0_13360,What was the meaning of that restriction?
S3V0343P0_20169,What about the Drainage Bills of last Session?
S3V0318P0_823,What was the real evil which we had to deal with now?
S3V0162P0_30241,What would that great Statesman have thought of the present Bill?
S4V0144P0_16921,What were the facts as to their treatment?
S3V0187P0_20567,What would be the practical working of the Bill if it were to pass?
S3V0310P0_17519,What proof has been brought forward in this debate of the existence or the use of this un-Constitutional dispensing power at all?
S3V0028P0_6283,What was it that imparted its vigour and efficiency to the great organ of public opinion—the press?
S3V0208P0_23956,"What would have been said if 10, 000 people had been assembled in the Park with bands of music, which had been invited as a contribution to the debate, and insults had been heaped on the Royal visitors?"
S4V0005P0_15305,What are you going to have in return for free education?
S3V0218P0_7257,"What had occurred during that space of time, from the middle of October to the beginning of December?"
S1V0039P0_6525,"What was its object, but merely to mark with a hammer, wrought-iron, so as to distinguish it from cast-iron?"
S4V0180P0_6774,What are the Board of Education now going to do?
S3V0196P0_974,What was the experience of such committees?
S4V0022P0_24007,What more do they want in a month of only eight days of Government time?
S3V0149P0_7597,What more effectual means could be adopted than this system of colonization for Christianizing India?
S3V0304P0_7904,What is the fair rent that ought to be fixed?
S3V0064P0_955,What occurred in the other House when the budget of the late Government was brought forward?
S3V0018P0_1757,What were the different stages of a suit?
S3V0194P0_1252,What was really the efficient cause of the cessation of the slave trade in Brazil?
S3V0115P0_1023,What could be more inconvenient than such a course?
S4V0046P0_22845,What is the international question in Crete?
S3V0244P0_16341,What made Napoleon the Great the idol of his Army?
S3V0312P0_13317,"What I want to know is, whether the Government will, in order to fulfil its definite pledge to the Colony of Singapore, obtain at once from one of our Ship-building Companies an armed vessel for the defence of Singapore?"
S3V0279P0_25599,What principle is infringed in allowing interest during construction?
S1V0015P0_644,"What discretion could he have used, what justification could he have offered for declining such a proposal?"
S3V0006P0_4932,"What right, what ground had he to apply to them those taunts and insults?"
S3V0225P0_15964,What was the answer of the Prime Minister last year?
S3V0138P0_17453,What harm had happened from the liberty which ships of all nations possessed to pass into the Baltic?
S4V0099P0_10606,"What could have been more fatal than a proclamation so palpably opposed to international law that the law officers of the Crown, although repeatedly challenged, never ventured to say a word in its defence, and which had to be withdrawn within two or three weeks of its issue?"
